epoch,accuracy,loss,val_accuracy,val_loss
0,0.5967620611190796,0.8951727747917175,0.328808456659317,2.544963836669922
1,0.8456325531005859,0.3872608542442322,0.5153343677520752,2.421560049057007
2,0.8923192620277405,0.28253617882728577,0.6867772936820984,1.0494580268859863
3,0.9033634662628174,0.24989771842956543,0.7993966937065125,0.5726528763771057
4,0.9144076108932495,0.21314769983291626,0.48667672276496887,2.998203992843628
5,0.9250752925872803,0.1891968846321106,0.767722487449646,0.8756436109542847
6,0.937625527381897,0.1611873209476471,0.5475113391876221,2.8762576580047607
7,0.9420180916786194,0.14764629304409027,0.7993966937065125,0.47395044565200806
8,0.9411395788192749,0.14933110773563385,0.833584725856781,0.44499093294143677
9,0.9544427990913391,0.1263524293899536,0.7712418437004089,0.7388612031936646
10,0.9514307379722595,0.12609989941120148,0.7652086615562439,0.7981786131858826
11,0.9506776928901672,0.12251123040914536,0.8929110169410706,0.31863951683044434
12,0.9602158665657043,0.10651116073131561,0.8124685883522034,0.5191739201545715
13,0.9526857137680054,0.12735459208488464,0.6988436579704285,1.9993385076522827
14,0.963102400302887,0.09604234248399734,0.8411262035369873,0.45537638664245605
15,0.9629769325256348,0.10139600932598114,0.8446455597877502,0.7915372848510742
16,0.9663654565811157,0.08386097848415375,0.7642031311988831,0.7907983660697937
17,0.9810491800308228,0.05256342515349388,0.9240824580192566,0.2106339931488037
18,0.9791666865348816,0.05275814235210419,0.9758672714233398,0.05809362977743149
19,0.983433723449707,0.04757976904511452,0.8954248428344727,0.2989485561847687
20,0.9839357137680054,0.044805191457271576,0.9663147330284119,0.08388233929872513
21,0.983433723449707,0.04628409817814827,0.8215183615684509,0.9180068969726562
22,0.9854417443275452,0.040863871574401855,0.9250879883766174,0.1817655712366104
23,0.9864457845687866,0.03960321471095085,0.9668174982070923,0.08688721060752869
24,0.9895833134651184,0.032421909272670746,0.9929612874984741,0.02759825624525547
25,0.9912148714065552,0.026619557291269302,0.9924585223197937,0.02701178938150406
26,0.9913403391838074,0.025501005351543427,0.9919557571411133,0.028635432943701744
27,0.9920933842658997,0.023374751210212708,0.9803921580314636,0.04644281789660454
28,0.9919678568840027,0.023551348596811295,0.9869281053543091,0.03712082654237747
29,0.9905873537063599,0.027588143944740295,0.9954751133918762,0.01567147672176361
30,0.9900853633880615,0.028817947953939438,0.9854198098182678,0.04102272540330887
31,0.9920933842658997,0.02479330264031887,0.9929612874984741,0.024028267711400986
32,0.990838348865509,0.027811802923679352,0.9934640526771545,0.018673008307814598
33,0.9946033954620361,0.02183878794312477,0.9909502267837524,0.029106760397553444
34,0.9923443794250488,0.022759580984711647,0.9879336357116699,0.02917364425957203
35,0.9933484196662903,0.021605173125863075,0.993966817855835,0.0195030327886343
36,0.9937248826026917,0.02129640243947506,0.9964806437492371,0.013334848918020725
37,0.9942269325256348,0.01837855391204357,0.9964806437492371,0.012199990451335907
38,0.9964859485626221,0.014820054173469543,0.9974861741065979,0.012364402413368225
39,0.9933484196662903,0.019390257075428963,0.9974861741065979,0.010288683697581291
40,0.9935994148254395,0.019092153757810593,0.9949723482131958,0.017679700627923012
41,0.9941014051437378,0.018572676926851273,0.9909502267837524,0.024461351335048676
42,0.9953564405441284,0.016608333215117455,0.9954751133918762,0.013633543625473976
43,0.9953564405441284,0.01522019598633051,0.9959778785705566,0.01021072082221508
44,0.9947289228439331,0.017383858561515808,0.9949723482131958,0.01243902649730444
45,0.9954819083213806,0.01688384637236595,0.9964806437492371,0.010986062698066235
46,0.9948543906211853,0.018534159287810326,0.9984917044639587,0.009197711944580078
47,0.9948543906211853,0.018484704196453094,0.9979889392852783,0.009719389490783215
48,0.9958584308624268,0.014411069452762604,0.9964806437492371,0.013815757818520069
49,0.9944779276847839,0.016661647707223892,0.9994972348213196,0.0064077721908688545
50,0.994352400302887,0.019475996494293213,0.9994972348213196,0.010069440118968487
51,0.9946033954620361,0.018189139664173126,0.9974861741065979,0.009555930271744728
52,0.9956074357032776,0.0156629029661417,0.9984917044639587,0.010564928874373436
53,0.9958584308624268,0.014862612821161747,1.0,0.005554279312491417
54,0.9942269325256348,0.017993591725826263,0.9984917044639587,0.007041797041893005
55,0.9952309131622314,0.01680844835937023,0.9954751133918762,0.012297544628381729
56,0.9942269325256348,0.017560726031661034,0.9964806437492371,0.012166238389909267
57,0.9967369437217712,0.013714561238884926,0.9979889392852783,0.008142657577991486
58,0.9954819083213806,0.015279454179108143,0.9964806437492371,0.012913163751363754
59,0.9953564405441284,0.014443020336329937,0.9969834089279175,0.00846237875521183
