epoch,accuracy,loss,val_accuracy,val_loss
0,0.2500627636909485,1.388432264328003,0.0,1.3934075832366943
1,0.2572181820869446,1.3863890171051025,0.0,1.3934710025787354
2,0.27203112840652466,1.3834865093231201,0.021597187966108322,1.2944188117980957
3,0.41990962624549866,1.2291151285171509,0.41637367010116577,1.1055819988250732
4,0.5414260625839233,0.9939675331115723,0.41988950967788696,0.9269556403160095
5,0.6232739090919495,0.8353967070579529,0.6614766716957092,0.8372584581375122
6,0.6786341667175293,0.7315980792045593,0.5620291233062744,0.7733201384544373
7,0.7130303978919983,0.6387946009635925,0.7197388410568237,0.7099735140800476
8,0.7255837321281433,0.6084901690483093,0.8191863298416138,0.6058075428009033
9,0.7559628486633301,0.5440109372138977,0.822702169418335,0.5808278918266296
10,0.7873462438583374,0.49599939584732056,0.8930186033248901,0.4397723078727722
11,0.8001506328582764,0.45932596921920776,0.9457558989524841,0.29782548546791077
12,0.8143359422683716,0.43065160512924194,0.8513309955596924,0.4483862519264221
13,0.8292744159698486,0.3916248083114624,0.9231541752815247,0.28120529651641846
14,0.8454682230949402,0.36818090081214905,0.8779507875442505,0.3471760153770447
15,0.8504895567893982,0.3471278250217438,0.9296835660934448,0.25381341576576233
16,0.8572683930397034,0.3303975462913513,0.9467604160308838,0.1874932497739792
17,0.8641727566719055,0.3271387219429016,0.9246609807014465,0.2539188265800476
18,0.875470757484436,0.3042566180229187,0.8679055571556091,0.3018414080142975
19,0.8753452301025391,0.3006172478199005,0.8593671321868896,0.3103767931461334
20,0.8787346482276917,0.286811500787735,0.9573078751564026,0.14539048075675964
21,0.8850113153457642,0.27213752269744873,0.9457558989524841,0.19175878167152405
22,0.8964348435401917,0.24865812063217163,0.9623304605484009,0.14386416971683502
23,0.8937986493110657,0.2554374933242798,0.8588649034500122,0.30241626501083374
24,0.9063519835472107,0.23815809190273285,0.8794575333595276,0.27086013555526733
25,0.9076073169708252,0.22484485805034637,0.9507784843444824,0.16672919690608978
26,0.9049711227416992,0.23271924257278442,0.9738824963569641,0.14679977297782898
27,0.9150137901306152,0.21295888721942902,0.9623304605484009,0.11507890373468399
28,0.9170223474502563,0.2075803279876709,0.9296835660934448,0.19437168538570404
29,0.9170223474502563,0.2096339464187622,0.9628327488899231,0.13046786189079285
30,0.9180266261100769,0.20011022686958313,0.9206429123878479,0.16491493582725525
31,0.9264373779296875,0.18696840107440948,0.9397287964820862,0.15850548446178436
32,0.9265629053115845,0.17843613028526306,0.9844299554824829,0.10018502920866013
33,0.9309565424919128,0.17609469592571259,0.9266700148582458,0.18689781427383423
34,0.9157670140266418,0.20129868388175964,0.9171270728111267,0.20464004576206207
35,0.9261862635612488,0.18082714080810547,0.9763937592506409,0.11881073564291
36,0.93271404504776,0.16602890193462372,0.9784027934074402,0.10860797762870789
37,0.9357268214225769,0.1646977961063385,0.9558011293411255,0.11966680735349655
38,0.9364800453186035,0.15734229981899261,0.98593670129776,0.07881620526313782
39,0.9371076822280884,0.15968924760818481,0.9507784843444824,0.1402166336774826
