epoch,accuracy,loss,val_accuracy,val_loss
0,0.25520965456962585,1.3873218297958374,0.9944751262664795,1.3674538135528564
1,0.2827014923095703,1.3762179613113403,0.19688598811626434,1.4022586345672607
2,0.3958071768283844,1.2522311210632324,0.4379708766937256,1.1435761451721191
3,0.48970624804496765,1.1178359985351562,0.44098442792892456,1.0988380908966064
4,0.5411750078201294,1.0262508392333984,0.4505273699760437,1.083749771118164
5,0.6015565991401672,0.9170839190483093,0.5600200891494751,0.9255967140197754
6,0.6595531105995178,0.7846595644950867,0.7910597920417786,0.7479809522628784
7,0.704117476940155,0.6743161082267761,0.7704671025276184,0.6887689232826233
8,0.7280943989753723,0.6257717609405518,0.561526894569397,0.8021060228347778
9,0.7520713210105896,0.578561544418335,0.7368156909942627,0.7138857245445251
10,0.7683906555175781,0.540549635887146,0.8422902822494507,0.5488523840904236
11,0.7922420501708984,0.49819114804267883,0.8638874888420105,0.4774535298347473
12,0.800903856754303,0.46990522742271423,0.9266700148582458,0.36165666580200195
13,0.8204870820045471,0.43655604124069214,0.8448016047477722,0.4322878122329712
14,0.8263871669769287,0.4227885901927948,0.9100954532623291,0.33041563630104065
15,0.8358021378517151,0.40078526735305786,0.9181315898895264,0.29881080985069275
16,0.8447150588035583,0.37808743119239807,0.9387242794036865,0.24486985802650452
17,0.8572683930397034,0.35516947507858276,0.9804118275642395,0.19119548797607422
18,0.8585237264633179,0.3478861153125763,0.9573078751564026,0.20953616499900818
19,0.8641727566719055,0.3387605845928192,0.9547966122627258,0.22231487929821014
20,0.8759728670120239,0.310229629278183,0.9367152452468872,0.24845841526985168
21,0.8684408664703369,0.32205864787101746,0.9693621397018433,0.1834365874528885
22,0.8852623701095581,0.29206788539886475,0.9653440713882446,0.17566627264022827
23,0.888400673866272,0.27909302711486816,0.9583123922348022,0.18374785780906677
24,0.8892794251441956,0.269783616065979,0.9512807726860046,0.18944865465164185
25,0.8912879824638367,0.2676195204257965,0.9116021990776062,0.2653338611125946
26,0.9009540677070618,0.2433977574110031,0.9693621397018433,0.14283812046051025
27,0.9081094861030579,0.2328796237707138,0.9849321842193604,0.10982357710599899
28,0.9005774259567261,0.2505888044834137,0.8784530162811279,0.3222232162952423
29,0.9111222624778748,0.23166628181934357,0.9402310252189636,0.19666145741939545
30,0.9053477048873901,0.22837629914283752,0.9337016344070435,0.2129392772912979
31,0.9132563471794128,0.22437651455402374,0.9779005646705627,0.12459166347980499
32,0.9194074869155884,0.20590080320835114,0.988950252532959,0.08467133343219757
33,0.9259352087974548,0.18732114136219025,0.9879457354545593,0.08155930042266846
34,0.9225457906723022,0.19778740406036377,0.9462581872940063,0.1781204640865326
35,0.9254330992698669,0.19100722670555115,0.9226519465446472,0.20846371352672577
36,0.927567183971405,0.18953774869441986,0.9799095988273621,0.10500311851501465
37,0.932839572429657,0.17954237759113312,0.9753892421722412,0.10870838165283203
38,0.9312076568603516,0.17583981156349182,0.9839276671409607,0.08511608839035034
39,0.940246045589447,0.15905873477458954,0.9638372659683228,0.1254047304391861
